Employee_ID,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Sick_Days,Employee_Satisfaction_Score,Supporter 4 days a week
35,Male,31,Manager,0,High School,2,7200,55,7,4.73,TRUE
36,Female,29,Manager,3,Bachelor,5,9000,50,1,3.11,TRUE
37,Male,52,Consultant,1,Master,2,6600,38,13,3.55,TRUE
38,Male,28,Manager,2,Bachelor,2,7200,35,14,3.76,TRUE
39,Female,60,Technician,4,Master,4,4900,50,7,4.48,FALSE
40,Male,25,Manager,3,Bachelor,3,7800,43,3,1.65,TRUE
41,Male,35,Technician,7,Bachelor,3,4550,58,3,4.01,TRUE
42,Male,35,Developer,3,Bachelor,4,7000,40,12,2,TRUE
43,Male,25,Technician,7,High School,1,3850,52,2,1.53,TRUE
44,Female,31,Manager,7,Master,4,8400,37,14,3.74,TRUE
45,Female,22,Developer,2,Bachelor,5,7500,49,4,3.48,TRUE
46,Male,39,Consultant,6,Master,2,6600,42,6,3.39,TRUE
47,Female,42,Analyst,5,Bachelor,4,5600,37,0,3.21,TRUE
48,Female,50,Developer,0,Bachelor,4,7000,31,10,4.31,TRUE
49,Male,40,Consultant,2,High School,2,6600,47,10,1.89,TRUE
50,Female,58,Analyst,9,High School,1,4400,52,3,1.15,TRUE
51,Male,36,Consultant,6,Bachelor,2,6600,46,13,2.43,TRUE
52,Male,39,Developer,1,Bachelor,5,7500,34,10,2.17,TRUE
53,Female,43,Developer,4,Bachelor,1,5500,53,4,2.66,TRUE
54,Female,45,Specialist,2,Bachelor,1,4950,52,12,4.16,FALSE
55,Female,48,Specialist,4,Bachelor,1,4950,59,12,1.41,TRUE
56,Male,60,Analyst,6,Bachelor,5,6000,42,12,2.9,TRUE
57,Female,29,Developer,4,High School,1,5500,31,14,2.88,TRUE
58,Female,35,Analyst,2,High School,4,5600,40,5,3.97,TRUE
59,Male,54,Specialist,7,Master,2,5400,32,14,2.38,TRUE
60,Male,54,Consultant,0,Bachelor,5,8250,34,8,1.03,TRUE
61,Female,43,Manager,7,Bachelor,4,8400,47,13,4.83,TRUE
62,Female,35,Manager,2,Bachelor,5,9000,43,10,3.73,FALSE
63,Female,35,Manager,5,Bachelor,2,7200,60,1,4.25,TRUE
64,Other,47,Analyst,8,Bachelor,4,5600,47,0,2.95,TRUE
65,Female,39,Technician,8,Bachelor,4,4900,60,10,3.26,TRUE
66,Male,35,Analyst,3,Bachelor,1,4400,41,3,2.69,TRUE
67,Male,45,Technician,1,Bachelor,1,3850,31,4,3.37,TRUE
68,Female,53,Analyst,0,Bachelor,5,6000,42,3,4.64,TRUE
69,Male,52,Manager,8,High School,3,7800,35,6,4.06,TRUE
70,Male,41,Manager,3,Bachelor,3,7800,47,9,2.88,TRUE
71,Female,40,Specialist,1,Bachelor,4,6300,40,10,3.71,TRUE
72,Female,46,Manager,3,Master,4,8400,56,10,2.1,TRUE
73,Female,57,Manager,5,Bachelor,3,7800,34,1,1.84,TRUE
74,Female,60,Consultant,4,Bachelor,3,7150,33,9,3.45,TRUE
75,Male,53,Manager,5,Bachelor,2,7200,38,2,3.05,TRUE
76,Female,23,Consultant,5,Bachelor,2,6600,53,9,3.23,TRUE
77,Female,43,Consultant,2,High School,4,7700,54,6,2.51,TRUE
78,Male,49,Technician,8,Bachelor,2,4200,36,0,1.28,TRUE
79,Female,22,Specialist,2,Bachelor,1,4950,46,4,3.94,TRUE
80,Male,38,Technician,5,Bachelor,3,4550,56,14,4.27,TRUE
81,Male,30,Specialist,6,Master,4,6300,45,2,2.85,TRUE
82,Female,47,Analyst,8,High School,5,6000,30,12,1.32,TRUE
83,Male,30,Developer,0,Bachelor,3,6500,48,3,4.46,FALSE
84,Female,59,Analyst,8,Bachelor,1,4400,47,5,4.12,TRUE
85,Male,26,Specialist,1,High School,3,5850,33,1,3.02,TRUE
86,Female,22,Specialist,1,Bachelor,1,4950,60,6,2.77,TRUE
87,Female,52,Specialist,7,Master,1,4950,59,4,3.6,TRUE
88,Female,23,Manager,2,Bachelor,4,8400,39,5,1.03,TRUE
89,Female,36,Analyst,1,High School,4,5600,32,0,3.05,TRUE
90,Male,53,Developer,9,Bachelor,4,7000,46,3,3.92,FALSE
91,Female,43,Manager,9,High School,3,7800,31,14,2.89,TRUE
92,Male,34,Technician,9,Bachelor,4,4900,43,11,1.93,TRUE
93,Male,37,Developer,8,High School,1,5500,35,3,3.47,FALSE
94,Female,24,Manager,6,Bachelor,3,7800,43,4,1.17,TRUE
95,Female,57,Developer,9,High School,3,6500,60,2,4.78,TRUE
96,Male,38,Specialist,9,Master,2,5400,44,3,1,TRUE
97,Female,57,Technician,4,Bachelor,5,5250,37,8,1.06,TRUE
98,Male,39,Manager,0,Bachelor,4,8400,32,1,2.37,TRUE
99,Male,26,Manager,0,High School,2,7200,52,11,4.81,TRUE
100,Female,54,Analyst,2,Bachelor,2,4800,57,4,3.85,TRUE
101,Male,37,Analyst,3,Bachelor,2,4800,43,13,4.1,TRUE
102,Female,31,Specialist,2,Master,3,5850,45,3,2,TRUE
103,Female,52,Consultant,4,Bachelor,4,7700,47,5,4.03,TRUE
104,Male,59,Technician,0,Bachelor,5,5250,60,4,4.62,TRUE
105,Male,56,Manager,2,Bachelor,2,7200,38,1,1.14,TRUE
106,Female,49,Developer,6,Bachelor,4,7000,48,9,3.51,TRUE
107,Female,39,Consultant,9,Bachelor,2,6600,38,4,1.24,TRUE
108,Female,55,Developer,4,Bachelor,5,7500,53,14,4.5,TRUE
109,Female,35,Technician,8,Bachelor,2,4200,43,6,1.3,TRUE
110,Male,25,Developer,5,Master,1,5500,33,0,1.36,TRUE
111,Female,58,Manager,8,Bachelor,5,9000,42,10,2.21,TRUE
112,Male,56,Consultant,8,Master,3,7150,58,1,2.14,TRUE
113,Female,50,Developer,2,Bachelor,5,7500,46,5,3.38,TRUE
114,Female,58,Technician,9,Bachelor,5,5250,48,3,3.31,TRUE
115,Male,59,Developer,0,Bachelor,3,6500,58,7,3.72,TRUE
116,Male,36,Developer,7,Bachelor,4,7000,52,10,2.23,TRUE
117,Male,26,Technician,1,Bachelor,2,4200,36,9,3.95,TRUE
118,Male,57,Technician,8,High School,4,4900,51,4,4.37,TRUE
119,Other,59,Technician,0,Bachelor,5,5250,56,6,3.57,TRUE
120,Female,24,Manager,8,High School,2,7200,54,0,3.32,TRUE
121,Male,28,Developer,5,Bachelor,3,6500,52,7,3.24,TRUE
122,Female,51,Developer,8,High School,2,6000,44,9,3.38,TRUE
123,Male,37,Manager,7,Master,5,9000,40,6,1.37,TRUE
124,Male,43,Analyst,0,Master,2,4800,33,8,4.74,TRUE
125,Female,23,Manager,1,Bachelor,4,8400,40,7,3.16,TRUE
126,Female,59,Specialist,3,Bachelor,4,6300,43,9,3.98,TRUE
127,Female,27,Specialist,3,Bachelor,5,6750,36,12,1.54,TRUE
128,Male,58,Developer,3,Bachelor,2,6000,55,10,2.07,TRUE
129,Male,46,Specialist,5,Bachelor,4,6300,49,14,3.8,TRUE
130,Female,46,Consultant,5,Bachelor,5,8250,30,10,3.01,TRUE
131,Female,54,Developer,6,Master,4,7000,40,13,2.63,FALSE
132,Male,28,Analyst,7,Bachelor,4,5600,52,2,1.73,TRUE
133,Male,22,Specialist,4,Bachelor,2,5400,51,0,1.92,TRUE
134,Male,39,Technician,9,Master,5,5250,31,8,4.09,FALSE
135,Male,47,Specialist,7,Bachelor,3,5850,30,0,4.81,TRUE
136,Male,26,Analyst,2,Bachelor,2,4800,57,3,1.59,TRUE
137,Other,26,Manager,3,Bachelor,2,7200,36,7,3.58,TRUE
138,Female,23,Consultant,7,Bachelor,2,6600,31,1,3.8,TRUE
139,Female,41,Manager,2,Bachelor,3,7800,45,13,3.44,TRUE
140,Male,43,Consultant,2,High School,5,8250,32,3,3.68,TRUE
141,Female,52,Manager,9,Bachelor,1,6600,40,4,4.87,TRUE
142,Female,54,Developer,3,Bachelor,1,5500,48,12,4.89,TRUE
143,Male,39,Analyst,5,High School,2,4800,50,2,4.26,TRUE
144,Female,44,Specialist,7,Bachelor,1,4950,45,14,3.32,TRUE
145,Male,42,Manager,4,Bachelor,1,6600,39,0,4.24,TRUE
146,Male,26,Technician,1,Master,4,4900,51,12,1.19,TRUE
147,Male,35,Developer,0,Bachelor,1,5500,40,8,3.73,TRUE
148,Male,57,Consultant,3,High School,1,6050,37,12,2.8,TRUE
149,Male,52,Technician,3,Bachelor,1,3850,49,13,3,TRUE
150,Female,22,Manager,7,High School,2,7200,55,2,3.66,TRUE
151,Female,31,Developer,0,Bachelor,2,6000,31,0,4.87,TRUE
152,Female,51,Specialist,6,Bachelor,4,6300,56,9,2.37,TRUE
153,Male,39,Analyst,0,Bachelor,2,4800,45,0,3.14,TRUE
154,Male,37,Technician,2,High School,1,3850,49,3,4.83,TRUE
155,Male,58,Developer,4,Bachelor,1,5500,34,3,1.65,TRUE
156,Male,31,Developer,0,Bachelor,1,5500,43,9,3.51,TRUE
157,Male,39,Developer,6,Bachelor,5,7500,41,5,2.71,FALSE
158,Male,57,Developer,2,Bachelor,2,6000,31,9,4.74,TRUE
159,Male,36,Manager,5,Bachelor,4,8400,33,10,1.15,TRUE
160,Male,36,Developer,0,Bachelor,5,7500,48,2,4.26,TRUE
161,Female,26,Consultant,9,Bachelor,2,6600,57,2,3.42,TRUE
162,Female,40,Specialist,9,Bachelor,2,5400,48,6,2.87,TRUE
163,Male,53,Manager,0,Bachelor,1,6600,37,12,4.8,TRUE
164,Male,48,Analyst,9,Bachelor,4,5600,39,11,4.59,TRUE
165,Female,50,Developer,8,Bachelor,1,5500,52,10,3.33,TRUE
166,Male,30,Technician,2,Bachelor,3,4550,35,8,1.06,TRUE
167,Female,49,Analyst,4,Master,2,4800,52,6,4.06,TRUE
168,Male,51,Analyst,7,Bachelor,2,4800,44,2,3.36,TRUE
169,Female,37,Manager,5,Bachelor,5,9000,41,14,1.78,TRUE
170,Female,49,Technician,1,Bachelor,4,4900,42,12,3.79,TRUE
171,Male,26,Developer,1,Bachelor,4,7000,33,6,1.92,TRUE
172,Male,45,Developer,2,High School,1,5500,43,6,4.43,TRUE
173,Female,31,Analyst,7,Bachelor,4,5600,56,5,3.62,TRUE
174,Female,46,Manager,3,Master,5,9000,44,0,2.41,TRUE
175,Male,45,Manager,8,Master,5,9000,56,6,2.19,TRUE
176,Female,48,Developer,0,Bachelor,4,7000,41,11,2.14,TRUE
177,Other,49,Specialist,1,Bachelor,1,4950,34,14,2.74,TRUE
178,Female,25,Technician,1,Bachelor,3,4550,35,7,2.65,FALSE
179,Female,44,Consultant,3,Bachelor,1,6050,54,9,2.86,TRUE
180,Female,38,Technician,1,Bachelor,3,4550,46,3,2.91,TRUE
181,Female,52,Developer,2,Bachelor,3,6500,33,0,1.94,TRUE
182,Male,22,Developer,2,Bachelor,2,6000,57,0,3.43,TRUE
183,Male,45,Developer,0,Bachelor,5,7500,52,8,4.64,TRUE
184,Female,25,Technician,0,Bachelor,1,3850,57,0,3.02,TRUE
185,Female,42,Technician,6,Master,5,5250,52,14,4.27,TRUE
186,Male,50,Manager,3,High School,2,7200,52,13,1.35,TRUE
187,Female,46,Technician,4,Bachelor,4,4900,55,13,3.27,TRUE
188,Female,39,Analyst,0,Bachelor,3,5200,55,8,1.92,TRUE
189,Female,44,Manager,1,Bachelor,2,7200,58,4,1.45,TRUE
190,Female,43,Technician,7,Master,1,3850,50,7,3.62,TRUE
191,Other,27,Consultant,1,Bachelor,5,8250,38,11,2.38,TRUE
192,Other,22,Specialist,2,High School,1,4950,43,4,1.9,TRUE
193,Male,44,Manager,8,Bachelor,3,7800,51,9,4.61,TRUE
194,Male,35,Developer,9,Bachelor,5,7500,52,0,4.25,FALSE
195,Male,23,Developer,6,Bachelor,2,6000,30,7,4.8,TRUE
196,Female,35,Manager,9,Bachelor,4,8400,40,2,4.02,FALSE
197,Female,55,Specialist,9,Master,1,4950,60,12,2.99,TRUE
198,Female,28,Manager,5,Master,5,9000,51,0,3.63,TRUE
199,Male,53,Manager,2,Bachelor,4,8400,31,11,1.12,TRUE
200,Other,42,Specialist,6,Master,2,5400,49,12,4.35,TRUE
201,Male,30,Specialist,9,High School,4,6300,47,6,4.03,TRUE
202,Female,39,Consultant,5,Bachelor,4,7700,42,7,1.34,FALSE
203,Male,49,Developer,6,Bachelor,4,7000,45,0,4.43,TRUE
204,Female,22,Technician,6,High School,3,4550,51,14,1.53,TRUE
205,Male,23,Consultant,8,High School,1,6050,41,12,3.31,TRUE
206,Female,22,Specialist,9,Bachelor,5,6750,49,11,4.06,TRUE
207,Female,37,Consultant,2,Bachelor,3,7150,30,12,2.34,TRUE
208,Male,58,Analyst,6,High School,3,5200,40,5,1.29,TRUE
209,Female,22,Analyst,5,Master,2,4800,42,12,2.62,FALSE
210,Other,42,Analyst,2,Bachelor,3,5200,32,1,1.51,TRUE
211,Male,32,Developer,7,High School,5,7500,33,8,3.18,TRUE
212,Female,22,Manager,6,Master,4,8400,33,9,1.52,TRUE
213,Female,41,Manager,3,Bachelor,3,7800,30,14,3.63,TRUE
214,Male,39,Developer,6,Bachelor,3,6500,58,9,1.08,TRUE
215,Male,33,Consultant,3,Bachelor,4,7700,60,14,3.32,TRUE
216,Female,32,Developer,0,Bachelor,2,6000,34,0,3.06,TRUE
217,Female,44,Analyst,1,High School,2,4800,32,5,1.34,FALSE
218,Male,52,Consultant,7,High School,2,6600,52,8,4.37,TRUE
219,Female,56,Developer,9,Bachelor,2,6000,42,14,4.41,TRUE
220,Male,30,Technician,6,Bachelor,5,5250,60,4,1.93,TRUE
221,Male,46,Manager,0,High School,1,6600,33,14,3.48,TRUE
222,Male,42,Developer,3,Bachelor,3,6500,47,10,1.17,TRUE
223,Female,29,Analyst,8,Bachelor,5,6000,50,6,1.23,TRUE
224,Male,55,Developer,4,Master,1,5500,40,1,3.64,FALSE
225,Male,46,Manager,6,High School,4,8400,50,7,4.7,TRUE
226,Male,25,Technician,4,Bachelor,3,4550,41,7,2.24,TRUE
227,Other,56,Specialist,3,High School,4,6300,48,10,4.43,TRUE
228,Male,48,Analyst,8,Bachelor,4,5600,48,6,2.27,TRUE
229,Female,48,Specialist,9,Bachelor,1,4950,44,10,1.16,TRUE
230,Male,40,Specialist,3,Bachelor,1,4950,53,13,4.42,TRUE
231,Male,33,Consultant,5,Master,4,7700,55,8,1.06,TRUE
232,Male,53,Technician,0,High School,2,4200,34,12,4.67,TRUE
233,Male,53,Analyst,5,Bachelor,1,4400,43,3,4.25,TRUE
234,Male,36,Consultant,9,Bachelor,4,7700,55,0,3.64,FALSE
235,Male,49,Specialist,7,Bachelor,2,5400,58,1,3.89,FALSE
236,Male,23,Consultant,4,Bachelor,5,8250,51,0,4.73,TRUE
237,Female,54,Technician,8,Bachelor,3,4550,46,3,1.1,TRUE
238,Female,26,Developer,5,High School,1,5500,46,3,3.19,TRUE
239,Female,56,Technician,0,Bachelor,5,5250,44,14,2.44,TRUE
240,Male,35,Developer,5,Master,4,7000,46,12,2.21,TRUE
241,Male,54,Analyst,2,Bachelor,5,6000,60,3,4.61,TRUE
242,Male,41,Manager,0,High School,2,7200,60,12,2.98,TRUE
243,Male,30,Developer,3,Bachelor,4,7000,43,7,4.65,TRUE
244,Female,57,Developer,0,Master,2,6000,31,13,2.76,TRUE
245,Male,34,Manager,7,Master,4,8400,60,6,3.11,TRUE
246,Male,54,Specialist,2,Master,4,6300,45,11,3.9,FALSE
247,Male,48,Specialist,7,Bachelor,5,6750,53,3,1.86,TRUE
248,Female,51,Consultant,1,Bachelor,3,7150,41,1,1.04,TRUE
249,Male,44,Specialist,3,Bachelor,1,4950,54,12,2.03,TRUE
250,Male,47,Technician,9,Bachelor,3,4550,54,1,1.3,TRUE
251,Other,25,Analyst,1,High School,2,4800,44,11,4.56,TRUE
252,Male,36,Specialist,9,High School,2,5400,49,4,2.98,FALSE
253,Male,39,Technician,5,Bachelor,5,5250,32,8,2.44,TRUE
254,Male,36,Analyst,8,Master,3,5200,37,8,4.99,TRUE
255,Other,25,Manager,1,Bachelor,4,8400,40,8,2.63,TRUE
256,Male,34,Analyst,3,Bachelor,5,6000,57,0,3.8,TRUE
257,Male,49,Specialist,9,High School,4,6300,32,4,4.87,TRUE
258,Male,33,Technician,3,Master,4,4900,34,4,2.25,TRUE
259,Female,29,Manager,1,Bachelor,2,7200,36,1,3.1,TRUE
260,Female,54,Specialist,8,Bachelor,3,5850,44,13,3.97,TRUE
261,Female,36,Analyst,6,Master,5,6000,50,14,2.28,TRUE
262,Male,27,Consultant,0,Bachelor,4,7700,36,9,2.22,TRUE
263,Female,34,Consultant,3,Bachelor,2,6600,52,1,4.89,TRUE
264,Male,48,Developer,9,Bachelor,4,7000,54,8,2.83,FALSE
265,Female,30,Analyst,9,Bachelor,2,4800,49,6,2.84,TRUE
266,Female,46,Developer,3,High School,2,6000,47,1,3.71,TRUE
267,Male,54,Consultant,6,Bachelor,2,6600,38,9,3.78,TRUE
268,Female,56,Analyst,5,Bachelor,4,5600,48,0,2.15,TRUE
269,Female,40,Developer,3,Bachelor,3,6500,57,12,1.91,TRUE
270,Other,51,Consultant,7,Bachelor,4,7700,39,0,1.36,FALSE
271,Other,60,Manager,5,Master,2,7200,60,2,4.93,TRUE
272,Male,60,Manager,2,Bachelor,1,6600,33,11,1.76,FALSE
273,Male,54,Analyst,9,Bachelor,1,4400,54,6,3.44,TRUE
274,Male,22,Consultant,1,High School,1,6050,58,5,2.9,TRUE
275,Male,45,Consultant,4,Master,2,6600,58,8,3.92,TRUE
276,Female,51,Technician,5,Master,1,3850,50,10,1.87,TRUE
277,Female,39,Developer,7,High School,1,5500,30,0,2.63,FALSE
278,Female,56,Manager,0,High School,5,9000,33,6,4.11,TRUE
279,Male,33,Analyst,3,Bachelor,2,4800,49,10,1.56,TRUE
280,Female,43,Developer,8,Bachelor,1,5500,35,10,4.84,TRUE
281,Other,55,Developer,4,Bachelor,2,6000,41,1,1.1,TRUE
282,Female,23,Consultant,9,Bachelor,4,7700,33,13,1.33,FALSE
283,Male,55,Consultant,1,Bachelor,1,6050,34,5,1.21,TRUE
284,Female,24,Specialist,8,High School,1,4950,56,2,4.73,FALSE
285,Male,43,Technician,8,High School,5,5250,42,2,3.96,FALSE
286,Female,34,Consultant,5,Master,2,6600,48,2,4.64,TRUE
287,Female,23,Manager,8,Bachelor,1,6600,30,10,3.36,TRUE
288,Female,33,Specialist,4,Bachelor,1,4950,47,0,1.32,TRUE
289,Male,50,Consultant,6,Bachelor,2,6600,30,2,3.33,TRUE
290,Female,38,Technician,6,Bachelor,1,3850,54,14,2.65,TRUE
291,Female,48,Analyst,0,Master,1,4400,45,11,3.88,TRUE
292,Male,57,Consultant,4,Bachelor,4,7700,58,6,1.47,TRUE
293,Male,22,Manager,9,Master,3,7800,40,1,1.19,TRUE
294,Female,44,Specialist,0,Master,5,6750,60,13,4.77,TRUE
295,Male,41,Consultant,9,Master,4,7700,41,2,3.98,TRUE
296,Male,48,Consultant,8,Bachelor,4,7700,45,9,1.27,TRUE
297,Male,46,Specialist,4,Bachelor,1,4950,39,11,2.33,TRUE
298,Male,26,Analyst,8,Master,2,4800,45,10,1.6,TRUE
299,Male,23,Consultant,7,Master,3,7150,36,8,1.43,TRUE
300,Female,24,Developer,3,Bachelor,3,6500,60,0,4.34,FALSE
301,Female,36,Manager,0,Bachelor,2,7200,46,3,2.81,TRUE
302,Female,27,Specialist,9,Bachelor,1,4950,30,13,2.22,TRUE
303,Female,23,Technician,8,Bachelor,5,5250,37,14,4.14,TRUE
304,Female,47,Specialist,2,Bachelor,3,5850,52,14,1.42,FALSE
305,Male,42,Specialist,7,Master,4,6300,42,4,4.68,TRUE
306,Male,53,Specialist,1,Bachelor,4,6300,37,5,4.31,TRUE
307,Female,50,Analyst,4,Bachelor,5,6000,38,7,1.37,TRUE
308,Male,54,Technician,1,Master,3,4550,60,14,3.92,TRUE
309,Male,44,Technician,8,Bachelor,5,5250,43,11,2.41,TRUE
310,Male,24,Manager,7,Bachelor,1,6600,43,3,4.24,TRUE
311,Female,57,Developer,6,High School,5,7500,52,5,1.18,TRUE
312,Male,44,Analyst,2,Bachelor,5,6000,36,14,4.39,TRUE
313,Female,53,Manager,5,Bachelor,4,8400,41,6,4.17,FALSE
314,Female,46,Consultant,9,Bachelor,4,7700,46,3,3.84,TRUE
315,Male,32,Consultant,8,Bachelor,4,7700,60,4,2.91,TRUE
316,Female,59,Consultant,2,Bachelor,5,8250,37,2,3.21,FALSE
317,Female,26,Manager,5,High School,5,9000,39,10,4.97,TRUE
318,Female,25,Analyst,6,Master,2,4800,32,1,4.36,TRUE
319,Female,25,Technician,9,Bachelor,1,3850,52,8,4.58,TRUE
320,Female,39,Specialist,7,Bachelor,4,6300,43,11,3.1,TRUE
321,Female,36,Consultant,8,Bachelor,3,7150,35,5,1.91,TRUE
322,Other,40,Manager,4,Bachelor,5,9000,49,3,2.16,TRUE
323,Male,51,Analyst,3,Bachelor,2,4800,51,10,2.24,FALSE
324,Female,39,Analyst,3,Bachelor,2,4800,60,1,4.2,TRUE
325,Male,39,Developer,2,Bachelor,2,6000,55,11,1.94,TRUE
326,Female,26,Consultant,3,Master,1,6050,34,4,3.09,TRUE
327,Male,25,Developer,8,Bachelor,2,6000,56,4,2.7,FALSE
328,Female,51,Consultant,9,Bachelor,5,8250,50,10,3.84,TRUE
329,Male,30,Specialist,3,Bachelor,4,6300,30,5,3.75,TRUE
330,Female,46,Specialist,1,Master,3,5850,48,3,2.01,TRUE
331,Male,38,Specialist,1,Bachelor,1,4950,39,6,1.94,TRUE
332,Female,34,Manager,2,Bachelor,5,9000,32,13,4.38,TRUE
333,Male,60,Consultant,2,Master,5,8250,36,13,1.82,TRUE
334,Female,40,Consultant,4,Bachelor,1,6050,38,12,4.79,TRUE
335,Male,29,Analyst,7,High School,2,4800,31,5,3.2,TRUE
336,Female,49,Manager,0,Bachelor,2,7200,38,10,4.95,TRUE
337,Male,27,Manager,1,Bachelor,2,7200,59,2,3.85,TRUE
338,Female,43,Analyst,7,Bachelor,4,5600,59,3,1.97,TRUE
339,Female,50,Consultant,5,High School,2,6600,51,2,1.45,TRUE
340,Male,55,Manager,6,Bachelor,1,6600,51,0,2.46,TRUE
341,Other,38,Specialist,0,Bachelor,5,6750,46,13,2.46,TRUE
342,Male,39,Consultant,4,Bachelor,4,7700,34,9,4.08,TRUE
343,Female,59,Consultant,7,Master,1,6050,30,2,1.96,TRUE
344,Female,28,Specialist,8,Master,4,6300,52,4,1.89,TRUE
345,Male,60,Consultant,0,Bachelor,2,6600,45,3,4.99,TRUE
346,Female,50,Manager,9,Master,2,7200,36,11,2,FALSE
347,Female,56,Manager,2,Bachelor,2,7200,51,3,2.74,TRUE
348,Female,23,Consultant,7,Bachelor,2,6600,35,3,4.95,TRUE
349,Female,57,Specialist,2,Bachelor,3,5850,37,8,4.26,TRUE
350,Female,32,Analyst,6,Bachelor,1,4400,35,4,2.78,TRUE
351,Male,27,Technician,0,Bachelor,4,4900,48,2,4.87,TRUE
352,Female,51,Analyst,4,High School,5,6000,44,14,3.19,TRUE
353,Female,52,Developer,4,Bachelor,1,5500,59,10,4.39,TRUE
354,Female,22,Technician,8,Bachelor,1,3850,40,13,2.7,TRUE
355,Male,43,Specialist,9,Bachelor,1,4950,59,7,4.59,TRUE
356,Male,50,Manager,7,Bachelor,1,6600,49,13,1.3,TRUE
357,Male,39,Technician,7,Bachelor,5,5250,60,5,3.99,FALSE
358,Female,48,Specialist,2,Bachelor,4,6300,48,10,1.62,TRUE
359,Male,46,Manager,8,Bachelor,4,8400,42,7,2,TRUE
360,Male,37,Technician,6,Bachelor,1,3850,30,7,3.09,TRUE
361,Male,43,Manager,5,Bachelor,2,7200,42,4,1.84,TRUE
362,Female,36,Developer,8,Bachelor,4,7000,48,12,2.77,TRUE
363,Female,50,Analyst,9,High School,3,5200,52,6,2.56,FALSE
364,Female,39,Consultant,3,Bachelor,4,7700,49,13,4.49,TRUE
365,Female,56,Specialist,7,Bachelor,5,6750,37,2,1.01,TRUE
366,Female,22,Consultant,3,Master,1,6050,43,13,2.52,TRUE
367,Female,45,Analyst,9,Bachelor,5,6000,41,0,4.04,FALSE
368,Male,38,Specialist,4,Bachelor,3,5850,41,14,1.84,FALSE
369,Female,42,Specialist,0,High School,5,6750,40,7,3.63,TRUE
370,Female,40,Developer,1,Bachelor,5,7500,44,10,4.8,FALSE
371,Female,47,Specialist,9,Bachelor,2,5400,59,13,2.08,TRUE
372,Male,39,Specialist,3,Bachelor,3,5850,56,4,4.61,TRUE
373,Male,38,Technician,2,Bachelor,2,4200,56,5,2.68,TRUE
374,Male,60,Developer,1,Bachelor,5,7500,40,2,1.99,TRUE
375,Male,57,Specialist,8,Bachelor,4,6300,32,11,1.37,TRUE
376,Female,40,Technician,2,Master,2,4200,53,6,4.34,TRUE
377,Male,47,Developer,2,Bachelor,2,6000,59,5,2.4,TRUE
378,Female,43,Developer,1,Bachelor,4,7000,34,14,1.37,TRUE
