Employee_ID,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Sick_Days,Employee_Satisfaction_Score,Supporter 4 days a week
80,Female,38,Technician,5,Bachelor,4,4550,56,14,4.2,TRUE
81,Female,30,Specialist,6,Master,4,6300,45,2,4.6,TRUE
82,Male ,47,Analyst,8,High School,5,6000,30,12,4.8,TRUE
83,Female,30,Developer,0,Bachelor,3,6500,48,3,3.3,FALSE
84,Male ,59,Analyst,8,Bachelor,1,4400,47,5,4.6,TRUE
85,Female,26,Specialist,1,High School,4,5850,33,1,4.5,TRUE
86,Female,22,Specialist,1,Bachelor,2,4950,60,6,4.6,TRUE
87,Male ,52,Specialist,7,Master,1,4950,59,4,4.9,TRUE
88,Female,23,Manager,2,Bachelor,4,8400,39,5,4.8,TRUE
89,Female,36,Analyst,1,High School,5,5600,32,0,4.6,TRUE
90,Male ,53,Developer,9,Bachelor,4,7000,46,3,3,FALSE
91,Male ,43,Manager,9,High School,3,7800,31,14,4.7,TRUE
92,Male ,34,Technician,9,Bachelor,5,4900,43,11,4.9,TRUE
93,Male ,37,Developer,8,High School,1,5500,35,3,2.6,FALSE
94,Male ,24,Manager,6,Bachelor,3,7800,43,4,4.6,TRUE
95,Male ,57,Developer,9,High School,3,6500,60,2,4.6,TRUE
96,Male ,38,Specialist,9,Master,3,5400,44,3,4.3,TRUE
97,Male ,57,Technician,4,Bachelor,5,5250,37,8,4.8,TRUE
98,Female,39,Manager,0,Bachelor,4,8400,32,1,4.8,TRUE
99,Female,26,Manager,0,High School,2,7200,52,11,4.7,TRUE
100,Male ,54,Analyst,2,Bachelor,2,4800,57,4,4.6,TRUE
101,Male ,37,Analyst,3,Bachelor,3,4800,43,13,4.3,TRUE
102,Male ,31,Specialist,2,Master,4,5850,45,3,4.6,TRUE
103,Male ,52,Consultant,4,Bachelor,4,7700,47,5,4.6,TRUE
104,Male ,59,Technician,0,Bachelor,5,5250,60,4,4.5,TRUE
105,Female,56,Manager,2,Bachelor,3,7200,38,1,4.7,TRUE
106,Male ,49,Developer,6,Bachelor,5,7000,48,9,4.8,TRUE
107,Male ,39,Consultant,9,Bachelor,3,6600,38,4,5,TRUE
108,Male ,55,Developer,4,Bachelor,5,7500,53,14,4.7,TRUE
109,Male ,35,Technician,8,Bachelor,3,4200,43,6,4.8,TRUE
110,Male ,25,Developer,5,Master,1,5500,33,0,4.7,TRUE
111,Male ,58,Manager,8,Bachelor,5,9000,42,10,4.2,TRUE
112,Female,56,Consultant,8,Master,4,7150,58,1,4.7,TRUE
113,Male ,50,Developer,2,Bachelor,5,7500,46,5,4.7,TRUE
114,Male ,58,Technician,9,Bachelor,5,5250,48,3,5,TRUE
115,Male ,59,Developer,0,Bachelor,3,6500,58,7,4.7,TRUE
116,Male ,36,Developer,7,Bachelor,5,7000,52,10,4.8,TRUE
117,Male ,26,Technician,1,Bachelor,2,4200,36,9,4.7,TRUE
118,Male ,57,Technician,8,High School,5,4900,51,4,4.4,TRUE
119,Male ,59,Technician,0,Bachelor,5,5250,56,6,5,TRUE
120,Male ,24,Manager,8,High School,2,7200,54,0,4.9,TRUE
121,Male ,28,Developer,5,Bachelor,3,6500,52,7,4.9,TRUE
122,Male ,51,Developer,8,High School,3,6000,44,9,4.5,TRUE
123,Male ,37,Manager,7,Master,5,9000,40,6,5,TRUE
124,Male ,43,Analyst,0,Master,2,4800,33,8,4.3,TRUE
125,Male ,23,Manager,1,Bachelor,5,8400,40,7,4.8,TRUE
126,Male ,59,Specialist,3,Bachelor,4,6300,43,9,5,TRUE
127,Male ,27,Specialist,3,Bachelor,5,6750,36,12,4.5,TRUE
128,Female,58,Developer,3,Bachelor,2,6000,55,10,4.6,TRUE
129,Male ,46,Specialist,5,Bachelor,4,6300,49,14,4.7,TRUE
130,Male ,46,Consultant,5,Bachelor,5,8250,30,10,4.6,TRUE
131,Male ,54,Developer,6,Master,4,7000,40,13,2.5,FALSE
132,Male ,28,Analyst,7,Bachelor,5,5600,52,2,4.7,TRUE
133,Female,22,Specialist,4,Bachelor,3,5400,51,0,4.4,TRUE
134,Male ,39,Technician,9,Master,4,5250,31,8,3,FALSE
135,Male ,47,Specialist,7,Bachelor,3,5850,30,0,4.5,TRUE
136,Male ,26,Analyst,2,Bachelor,2,4800,57,3,5,TRUE
137,Male ,26,Manager,3,Bachelor,3,7200,36,7,4.5,TRUE
138,Male ,23,Consultant,7,Bachelor,2,6600,31,1,4.6,TRUE
139,Male ,41,Manager,2,Bachelor,4,7800,45,13,4.9,TRUE
140,Female,43,Consultant,2,High School,5,8250,32,3,4.4,TRUE
141,Male ,52,Manager,9,Bachelor,2,6600,40,4,4.8,TRUE
142,Female,54,Developer,3,Bachelor,1,5500,48,12,5,TRUE
143,Male ,39,Analyst,5,High School,3,4800,50,2,4.3,TRUE
144,Male ,44,Specialist,7,Bachelor,1,4950,45,14,4.7,TRUE
145,Male ,42,Manager,4,Bachelor,2,6600,39,0,4.8,TRUE
146,Male ,26,Technician,1,Master,4,4900,51,12,4.9,TRUE
147,Male ,35,Developer,0,Bachelor,2,5500,40,8,4.4,TRUE
148,Female,57,Consultant,3,High School,2,6050,37,12,4.4,TRUE
149,Male ,52,Technician,3,Bachelor,1,3850,49,13,4.8,TRUE
150,Female,22,Manager,7,High School,2,7200,55,2,4.8,TRUE
151,Male ,31,Developer,0,Bachelor,3,6000,31,0,4.8,TRUE
152,Male ,51,Specialist,6,Bachelor,5,6300,56,9,4.8,TRUE
153,Female,39,Analyst,0,Bachelor,2,4800,45,0,4.5,TRUE
154,Male ,37,Technician,2,High School,2,3850,49,3,4.8,TRUE
155,Male ,58,Developer,4,Bachelor,1,5500,34,3,4.8,TRUE
156,Male ,31,Developer,0,Bachelor,1,5500,43,9,4.5,TRUE
157,Male ,39,Developer,6,Bachelor,4,7500,41,5,3.5,FALSE
158,Female,57,Developer,2,Bachelor,3,6000,31,9,4.8,TRUE
159,Male ,36,Manager,5,Bachelor,4,8400,33,10,4.4,TRUE
160,Male ,36,Developer,0,Bachelor,5,7500,48,2,4.9,TRUE
161,Male ,26,Consultant,9,Bachelor,3,6600,57,2,4.5,TRUE
162,Male ,40,Specialist,9,Bachelor,2,5400,48,6,4.9,TRUE
163,Male ,53,Manager,0,Bachelor,2,6600,37,12,5,TRUE
164,Male ,48,Analyst,9,Bachelor,4,5600,39,11,4.5,TRUE
165,Male ,50,Developer,8,Bachelor,2,5500,52,10,4.9,TRUE
166,Male ,30,Technician,2,Bachelor,3,4550,35,8,4.8,TRUE
167,Female,49,Analyst,4,Master,3,4800,52,6,4.9,TRUE
168,Male ,51,Analyst,7,Bachelor,3,4800,44,2,5,TRUE
169,Female,37,Manager,5,Bachelor,5,9000,41,14,4.6,TRUE
170,Male ,49,Technician,1,Bachelor,4,4900,42,12,4.5,TRUE
171,Female,26,Developer,1,Bachelor,5,7000,33,6,4.5,TRUE
172,Male ,45,Developer,2,High School,2,5500,43,6,4.5,TRUE
173,Male ,31,Analyst,7,Bachelor,5,5600,56,5,4.7,TRUE
174,Male ,46,Manager,3,Master,5,9000,44,0,4.8,TRUE
175,Male ,45,Manager,8,Master,5,9000,56,6,4.8,TRUE
176,Male ,48,Developer,0,Bachelor,5,7000,41,11,4.9,TRUE
177,Male ,49,Specialist,1,Bachelor,1,4950,34,14,4.7,TRUE
178,Male ,25,Technician,1,Bachelor,3,4550,35,7,3.3,FALSE
179,Male ,44,Consultant,3,Bachelor,2,6050,54,9,4.6,TRUE
180,Male ,38,Technician,1,Bachelor,3,4550,46,3,5,TRUE
181,Male ,52,Developer,2,Bachelor,3,6500,33,0,4.9,TRUE
182,Male ,22,Developer,2,Bachelor,2,6000,57,0,4.5,TRUE
183,Male ,45,Developer,0,Bachelor,5,7500,52,8,4.4,TRUE
184,Female,25,Technician,0,Bachelor,2,3850,57,0,4.8,TRUE
185,Male ,42,Technician,6,Master,5,5250,52,14,4.6,TRUE
186,Female,50,Manager,3,High School,2,7200,52,13,4.9,TRUE
187,Male ,46,Technician,4,Bachelor,4,4900,55,13,4.8,TRUE
188,Male ,39,Analyst,0,Bachelor,4,5200,55,8,4.7,TRUE
189,Male ,44,Manager,1,Bachelor,3,7200,58,4,4.5,TRUE
190,Female,43,Technician,7,Master,2,3850,50,7,4.3,TRUE
191,Male ,27,Consultant,1,Bachelor,5,8250,38,11,4.6,TRUE
192,Male ,22,Specialist,2,High School,1,4950,43,4,4.9,TRUE
193,Female,44,Manager,8,Bachelor,4,7800,51,9,4.8,TRUE
194,Male ,35,Developer,9,Bachelor,5,7500,52,0,2.5,FALSE
195,Male ,23,Developer,6,Bachelor,3,6000,30,7,4.7,TRUE
196,Male ,35,Manager,9,Bachelor,4,8400,40,2,2.9,FALSE
197,Male ,55,Specialist,9,Master,1,4950,60,12,4.5,TRUE
198,Male ,28,Manager,5,Master,5,9000,51,0,4.7,TRUE
199,Female,53,Manager,2,Bachelor,4,8400,31,11,4.7,TRUE
200,Male ,42,Specialist,6,Master,2,5400,49,12,4.4,TRUE
201,Female,30,Specialist,9,High School,4,6300,47,6,4.8,TRUE
202,Male ,39,Consultant,5,Bachelor,4,7700,42,7,3,FALSE
203,Male ,49,Developer,6,Bachelor,4,7000,45,0,5,TRUE
204,Male ,22,Technician,6,High School,4,4550,51,14,5,TRUE
205,Male ,23,Consultant,8,High School,1,6050,41,12,4.4,TRUE
206,Male ,22,Specialist,9,Bachelor,5,6750,49,11,4.5,TRUE
207,Male ,37,Consultant,2,Bachelor,4,7150,30,12,4.8,TRUE
208,Female,58,Analyst,6,High School,3,5200,40,5,4.8,TRUE
209,Male ,22,Analyst,5,Master,2,4800,42,12,3,FALSE
210,Male ,42,Analyst,2,Bachelor,4,5200,32,1,5,TRUE
211,Male ,32,Developer,7,High School,5,7500,33,8,4.8,TRUE
212,Male ,22,Manager,6,Master,5,8400,33,9,5,TRUE
213,Male ,41,Manager,3,Bachelor,3,7800,30,14,4.9,TRUE
214,Male ,39,Developer,6,Bachelor,4,6500,58,9,4.9,TRUE
215,Female,33,Consultant,3,Bachelor,5,7700,60,14,4.6,TRUE
216,Male ,32,Developer,0,Bachelor,3,6000,34,0,4.9,TRUE
217,Male ,44,Analyst,1,High School,2,4800,32,5,2.5,FALSE
218,Male ,52,Consultant,7,High School,2,6600,52,8,4.6,TRUE
219,Female,56,Developer,9,Bachelor,2,6000,42,14,4.6,TRUE
220,Male ,30,Technician,6,Bachelor,5,5250,60,4,4.7,TRUE
221,Female,46,Manager,0,High School,1,6600,33,14,5,TRUE
222,Female,42,Developer,3,Bachelor,4,6500,47,10,4.2,TRUE
223,Female,29,Analyst,8,Bachelor,5,6000,50,6,4.9,TRUE
224,Male ,55,Developer,4,Master,1,5500,40,1,2.5,FALSE
225,Male ,46,Manager,6,High School,4,8400,50,7,4.6,TRUE
226,Male ,25,Technician,4,Bachelor,4,4550,41,7,5,TRUE
227,Male ,56,Specialist,3,High School,5,6300,48,10,4.7,TRUE
228,Male ,48,Analyst,8,Bachelor,5,5600,48,6,4.4,TRUE
229,Male ,48,Specialist,9,Bachelor,1,4950,44,10,4.5,TRUE
230,Male ,40,Specialist,3,Bachelor,1,4950,53,13,4.9,TRUE
231,Male ,33,Consultant,5,Master,5,7700,55,8,4.5,TRUE
232,Male ,53,Technician,0,High School,2,4200,34,12,4.8,TRUE
233,Male ,53,Analyst,5,Bachelor,2,4400,43,3,4.7,TRUE
234,Male ,36,Consultant,9,Bachelor,3,7700,55,0,2.6,FALSE
235,Male ,49,Specialist,7,Bachelor,2,5400,58,1,3.6,FALSE
236,Female,23,Consultant,4,Bachelor,5,8250,51,0,4.9,TRUE
237,Male ,54,Technician,8,Bachelor,3,4550,46,3,4.2,TRUE
238,Male ,26,Developer,5,High School,1,5500,46,3,4.7,TRUE
239,Male ,56,Technician,0,Bachelor,5,5250,44,14,4.5,TRUE
240,Male ,35,Developer,5,Master,5,7000,46,12,4.9,TRUE
241,Female,54,Analyst,2,Bachelor,5,6000,60,3,4.5,TRUE
242,Male ,41,Manager,0,High School,2,7200,60,12,4.7,TRUE
243,Male ,30,Developer,3,Bachelor,5,7000,43,7,4.8,TRUE
244,Female,57,Developer,0,Master,2,6000,31,13,4.9,TRUE
245,Male ,34,Manager,7,Master,4,8400,60,6,4.4,TRUE
246,Male ,54,Specialist,2,Master,3,6300,45,11,2.7,FALSE
247,Female,48,Specialist,7,Bachelor,5,6750,53,3,4.6,TRUE
248,Male ,51,Consultant,1,Bachelor,3,7150,41,1,4.5,TRUE
249,Female,44,Specialist,3,Bachelor,1,4950,54,12,5,TRUE
250,Male ,47,Technician,9,Bachelor,4,4550,54,1,4.8,TRUE
251,Female,25,Analyst,1,High School,2,4800,44,11,4.4,TRUE
252,Female,36,Specialist,9,High School,2,5400,49,4,3.1,FALSE
253,Male ,39,Technician,5,Bachelor,5,5250,32,8,5,TRUE
254,Female,36,Analyst,8,Master,4,5200,37,8,5,TRUE
255,Female,25,Manager,1,Bachelor,5,8400,40,8,4.3,TRUE
256,Male ,34,Analyst,3,Bachelor,5,6000,57,0,4.6,TRUE
257,Male ,49,Specialist,9,High School,5,6300,32,4,5,TRUE
258,Male ,33,Technician,3,Master,4,4900,34,4,4.5,TRUE
259,Male ,29,Manager,1,Bachelor,2,7200,36,1,4.8,TRUE
260,Female,54,Specialist,8,Bachelor,3,5850,44,13,4.9,TRUE
261,Male ,36,Analyst,6,Master,5,6000,50,14,4.5,TRUE
262,Male ,27,Consultant,0,Bachelor,5,7700,36,9,4.7,TRUE
263,Male ,34,Consultant,3,Bachelor,3,6600,52,1,3.9,TRUE
264,Female,48,Developer,9,Bachelor,3,7000,54,8,2.5,FALSE
265,Male ,30,Analyst,9,Bachelor,2,4800,49,6,4.6,TRUE
266,Male ,46,Developer,3,High School,2,6000,47,1,4.4,TRUE
267,Male ,54,Consultant,6,Bachelor,2,6600,38,9,5,TRUE
268,Male ,56,Analyst,5,Bachelor,5,5600,48,0,4.3,TRUE
269,Male ,40,Developer,3,Bachelor,3,6500,57,12,4.6,TRUE
270,Male ,51,Consultant,7,Bachelor,4,7700,39,0,2.8,FALSE
271,Male ,60,Manager,5,Master,3,7200,60,2,5,TRUE
272,Female,60,Manager,2,Bachelor,1,6600,33,11,2.5,FALSE
273,Male ,54,Analyst,9,Bachelor,1,4400,54,6,5,TRUE
274,Male ,22,Consultant,1,High School,2,6050,58,5,4.7,TRUE
275,Male ,45,Consultant,4,Master,3,6600,58,8,4.5,TRUE
276,Male ,51,Technician,5,Master,2,3850,50,10,4.8,TRUE
277,Female,39,Developer,7,High School,1,5500,30,0,2.9,FALSE
278,Female,56,Manager,0,High School,5,9000,33,6,4.5,TRUE
279,Male ,33,Analyst,3,Bachelor,3,4800,49,10,4.7,TRUE
280,Male ,43,Developer,8,Bachelor,2,5500,35,10,4.6,TRUE
281,Male ,55,Developer,4,Bachelor,3,6000,41,1,4.7,TRUE
282,Male ,23,Consultant,9,Bachelor,3,7700,33,13,3,FALSE
283,Male ,55,Consultant,1,Bachelor,1,6050,34,5,5,TRUE
284,Male ,24,Specialist,8,High School,1,4950,56,2,2.5,FALSE
285,Female,43,Technician,8,High School,5,5250,42,2,3.5,FALSE
286,Female,34,Consultant,5,Master,2,6600,48,2,4.2,TRUE
287,Male ,23,Manager,8,Bachelor,2,6600,30,10,4.7,TRUE
288,Male ,33,Specialist,4,Bachelor,2,4950,47,0,4.8,TRUE
289,Male ,50,Consultant,6,Bachelor,3,6600,30,2,4.8,TRUE
290,Male ,38,Technician,6,Bachelor,2,3850,54,14,4.5,TRUE
291,Male ,48,Analyst,0,Master,1,4400,45,11,4.6,TRUE
292,Male ,57,Consultant,4,Bachelor,4,7700,58,6,4.6,TRUE
293,Male ,22,Manager,9,Master,3,7800,40,1,4.6,TRUE
294,Male ,44,Specialist,0,Master,5,6750,60,13,4.9,TRUE
295,Male ,41,Consultant,9,Master,4,7700,41,2,4.8,TRUE
296,Male ,48,Consultant,8,Bachelor,5,7700,45,9,4.5,TRUE
297,Male ,46,Specialist,4,Bachelor,2,4950,39,11,4.9,TRUE
298,Male ,26,Analyst,8,Master,2,4800,45,10,4.8,TRUE
299,Male ,23,Consultant,7,Master,4,7150,36,8,4.9,TRUE
300,Male ,24,Developer,3,Bachelor,3,6500,60,0,3,FALSE
301,Male ,36,Manager,0,Bachelor,3,7200,46,3,4.5,TRUE
302,Male ,27,Specialist,9,Bachelor,2,4950,30,13,4.6,TRUE
303,Male ,23,Technician,8,Bachelor,5,5250,37,14,4.9,TRUE
304,Male ,47,Specialist,2,Bachelor,2,5850,52,14,3,FALSE
305,Male ,42,Specialist,7,Master,4,6300,42,4,4.7,TRUE
306,Male ,53,Specialist,1,Bachelor,4,6300,37,5,4.7,TRUE
307,Male ,50,Analyst,4,Bachelor,5,6000,38,7,5,TRUE
308,Male ,54,Technician,1,Master,4,4550,60,14,4.6,TRUE
309,Male ,44,Technician,8,Bachelor,5,5250,43,11,4.8,TRUE
310,Male ,24,Manager,7,Bachelor,2,6600,43,3,4.6,TRUE
311,Male ,57,Developer,6,High School,5,7500,52,5,4.6,TRUE
312,Female,44,Analyst,2,Bachelor,5,6000,36,14,5,TRUE
313,Male ,53,Manager,5,Bachelor,4,8400,41,6,3.1,FALSE
314,Male ,46,Consultant,9,Bachelor,5,7700,46,3,4.9,TRUE
315,Male ,32,Consultant,8,Bachelor,5,7700,60,4,5,TRUE
316,Male ,59,Consultant,2,Bachelor,4,8250,37,2,2.8,FALSE
317,Male ,26,Manager,5,High School,5,9000,39,10,4.9,TRUE
318,Female,25,Analyst,6,Master,3,4800,32,1,4.6,TRUE
319,Male ,25,Technician,9,Bachelor,1,3850,52,8,4.8,TRUE
320,Male ,39,Specialist,7,Bachelor,4,6300,43,11,4.7,TRUE
321,Male ,36,Consultant,8,Bachelor,4,7150,35,5,4.7,TRUE
322,Female,40,Manager,4,Bachelor,5,9000,49,3,4.8,TRUE
323,Male ,51,Analyst,3,Bachelor,2,4800,51,10,2.5,FALSE
324,Male ,39,Analyst,3,Bachelor,3,4800,60,1,5,TRUE
325,Female,39,Developer,2,Bachelor,3,6000,55,11,4.4,TRUE
326,Male ,26,Consultant,3,Master,1,6050,34,4,4.4,TRUE
327,Male ,25,Developer,8,Bachelor,2,6000,56,4,3.2,FALSE
328,Male ,51,Consultant,9,Bachelor,5,8250,50,10,4.9,TRUE
329,Male ,30,Specialist,3,Bachelor,4,6300,30,5,4.9,TRUE
330,Male ,46,Specialist,1,Master,3,5850,48,3,4.9,TRUE
331,Male ,38,Specialist,1,Bachelor,1,4950,39,6,4.7,TRUE
332,Male ,34,Manager,2,Bachelor,5,9000,32,13,4.5,TRUE
333,Male ,60,Consultant,2,Master,5,8250,36,13,4.7,TRUE
334,Male ,40,Consultant,4,Bachelor,1,6050,38,12,4.5,TRUE
335,Male ,29,Analyst,7,High School,3,4800,31,5,4.9,TRUE
336,Female,49,Manager,0,Bachelor,3,7200,38,10,4.7,TRUE
337,Male ,27,Manager,1,Bachelor,2,7200,59,2,4.5,TRUE
338,Male ,43,Analyst,7,Bachelor,5,5600,59,3,4.6,TRUE
339,Male ,50,Consultant,5,High School,2,6600,51,2,4.8,TRUE
340,Male ,55,Manager,6,Bachelor,1,6600,51,0,4.6,TRUE
341,Male ,38,Specialist,0,Bachelor,5,6750,46,13,4.5,TRUE
342,Male ,39,Consultant,4,Bachelor,4,7700,34,9,4.8,TRUE
343,Male ,59,Consultant,7,Master,2,6050,30,2,4.8,TRUE
344,Male ,28,Specialist,8,Master,4,6300,52,4,4.6,TRUE
345,Female,60,Consultant,0,Bachelor,3,6600,45,3,4.6,TRUE
346,Male ,50,Manager,9,Master,2,7200,36,11,2.9,FALSE
347,Female,56,Manager,2,Bachelor,3,7200,51,3,4.3,TRUE
348,Male ,23,Consultant,7,Bachelor,2,6600,35,3,4.3,TRUE
349,Male ,57,Specialist,2,Bachelor,3,5850,37,8,4.5,TRUE
350,Male ,32,Analyst,6,Bachelor,2,4400,35,4,4.6,TRUE
351,Male ,27,Technician,0,Bachelor,5,4900,48,2,4.8,TRUE
352,Male ,51,Analyst,4,High School,5,6000,44,14,5,TRUE
353,Male ,52,Developer,4,Bachelor,1,5500,59,10,4.9,TRUE
354,Male ,22,Technician,8,Bachelor,2,3850,40,13,4.7,TRUE
355,Male ,43,Specialist,9,Bachelor,1,4950,59,7,4.7,TRUE
356,Female,50,Manager,7,Bachelor,2,6600,49,13,4.4,TRUE
357,Male ,39,Technician,7,Bachelor,5,5250,60,5,2.8,FALSE
358,Female,48,Specialist,2,Bachelor,4,6300,48,10,4.6,TRUE
359,Male ,46,Manager,8,Bachelor,5,8400,42,7,4.8,TRUE
360,Male ,37,Technician,6,Bachelor,2,3850,30,7,4.5,TRUE
361,Female,43,Manager,5,Bachelor,2,7200,42,4,4.8,TRUE
362,Female,36,Developer,8,Bachelor,5,7000,48,12,5,TRUE
363,Male ,50,Analyst,9,High School,2,5200,52,6,2.8,FALSE
364,Male ,39,Consultant,3,Bachelor,4,7700,49,13,4.8,TRUE
365,Male ,56,Specialist,7,Bachelor,5,6750,37,2,4.9,TRUE
366,Male ,22,Consultant,3,Master,2,6050,43,13,4.6,TRUE
367,Female,45,Analyst,9,Bachelor,4,6000,41,0,2.9,FALSE
368,Male ,38,Specialist,4,Bachelor,3,5850,41,14,2.8,FALSE
369,Male ,42,Specialist,0,High School,5,6750,40,7,4.7,TRUE
370,Female,40,Developer,1,Bachelor,4,7500,44,10,2.5,FALSE
371,Male ,47,Specialist,9,Bachelor,3,5400,59,13,4.7,TRUE
372,Female,39,Specialist,3,Bachelor,4,5850,56,4,4.8,TRUE
373,Male ,38,Technician,2,Bachelor,2,4200,56,5,5,TRUE
